GENE_NAME	human.mean
DAPL1	0
PMVK	11.96
PBXIP1	95.6
CLDN1	0.51
PYGO2	14.5
HIPK1	26.76
DCST2	0
DCST1	0
COL6A3	26.36
KBTBD8	0.55
FAM19A4	0.14
EOGT	7.09
LMOD3	236.93
NAXE	41.47
POGLUT1	2.06
SLC22A15	0.44
CCKAR	0
ATP1A1	50.74
EIF4E3	55.42
SIRT2	108.79
PROK2	0.2
LRRC58	3.68
FSTL1	16.56
LMOD1	44.44
ELF3	0
IGFBP7	68.58
TRIM46	0.03
ARPC2	157.59
TSACC	0
TMEM79	0.54
SSR2	77.97
RNF25	8.33
STK36	3.69
ADORA1	0.21
NEK10	4.18
FEV	0
IHH	0
CIP2A	0.71
EOMES	0.07
TGFBR2	26.63
PYGM	791.65
ANKZF1	11.84
TRAT1	0.18
FBLN2	14.88
GLB1L	0.7
STT3B	58.51
NFASC	1.14
FCRL1	0
FBXL3	28.22
SERPINI1	2.83
CLASP2	17.9
SUCLG1	67.01
NUAK2	0.68
SPTA1	0.08
PRKCI	7.58
EFHB	0.05
FABP1	0
ICA1L	0.93
CTLA4	0
ICOS	0
RYBP	4.35
GTPBP8	10.05
NEPRO	16.25
TRPC7	0
SPICE1	1.41
CCDC191	0.43
CADPS	0.18
NKX6-1	0.01
CDS1	0.11
WDFY3	5.28
COX18	2.54
SYNPR	0
ALB	0.25
C3orf49	0
ATXN7	8.77
PSMD6	80.68
PRICKLE2	1.01
ADAMTS9	6.75
PPM1K	3.44
ERICH6	0
CLRN1	0
GMPS	44.2
ADGRF5	15.85
TIPARP	10.8
CCNL1	14.73
PTX3	0.88
DCLK3	0.17
SLMAP	40.41
RPP14	22.86
ABHD6	2.43
DNASE1L3	0.86
SDK2	0.04
C3orf67	0
APBB2	7.71
IL17RE	0.37
IL17RC	5.62
CRELD1	23.03
PRRT3	0.64
FANCD2OS	0
PCOLCE2	3.92
ADAM7	0
MTMR14	37.27
TTC14	4.11
MTHFD2L	2.92
RCHY1	15.77
CCDC158	0.17
CPA3	1.46
HPS3	3.52
TM4SF18	2.97
NUP133	19.98
RYK	26.36
TCF23	0
DNAJC5G	0
UCN	0.11
ZNF513	2.91
PLB1	0.43
KIAA1143	13.94
KIF15	0.05
WDR43	48.57
ZDHHC3	17.99
CDCP1	0.22
CLEC3B	6.57
FYCO1	65.91
VPS35	29.63
ELP6	7.5
FBXO40	47.22
DTX3L	14.48
ZNF148	12.41
NMNAT3	5.97
SMIM12	12.06
ITGAL	0.41
TPRA1	15.94
YEATS2	4.27
GRIK3	0.05
ZC3H12A	1.4
DNALI1	0.93
POLR2H	21.32
KLF15	23.99
CFAP100	0
BCL3	9.25
CAMK2N2	0
LIPH	0
TMEM41A	6.13
HEYL	1.69
IFT122	3.54
RHO	0
RFC4	11.3
KCNAB2	2.12
BAP1	35.08
PRKCD	4.28
SFMBT1	13.03
GNL3	46.79
PBRM1	11.45
UVSSA	1.33
FAM208A	8.12
ARHGEF3	4.88
SLBP	12.81
ZDHHC19	0.44
SLC51A	4.94
PIGX	10.71
MELTF	0.53
S100P	0.76
GAL	0.04
ABLIM2	648.97
EXO5	1.28
CLDN19	0.14
ERMAP	1.83
SGMS2	1.55
METAP1	27.99
EMCN	8.02
SLC9B1	0
SLC9B2	3.48
BDH2	8.41
CDC25A	0.63
PLXNB1	1.54
CCDC51	2.99
SPRY1	74.92
BSN	0.14
APEH	115.45
INTU	1.59
RNF123	116.1
HSPA4L	1.13
ABHD18	2.78
MAOB	59.82
CAMKV	0.04
MON1A	8.87
MST1R	0.29
TEX264	18.29
DUSP7	13.07
POC1A	0.51
PPM1M	3.38
ETNPPL	0.63
RORA	37.83
PITX2	27.28
PRSS12	0.01
NDST3	0.02
SAP30	7.6
SCRG1	0.04
HAND2	0.07
ANXA5	52.94
ADAD1	0
GUCY1A3	2.79
FBXO8	4.7
CEP44	4.14
HPGD	3.11
ASB5	231.74
C4orf45	0
TMEM144	0.25
PDK2	111.91
TGFBR3	17.03
FAM198B	2.11
NPY1R	1.91
NPY5R	0
NAA15	25.13
IL15	5.54
FAM160A1	19
ICE1	14.71
HHIP	0.14
ANAPC10	9.3
ABCE1	29.94
PRMT9	3.22
ITGA2	0.27
SLC45A2	0
EDIL3	2.77
ELOVL7	0.43
NDUFAF2	35.23
LMBRD2	6.47
RANBP3L	0.11
NIPBL	15.4
SLC25A46	37.82
PGGT1B	7.16
HES2	0
F2RL2	0
CCDC112	1.08
C5orf63	1.54
F2RL1	0.03
WDR41	7.39
NEDD4	54.2
SCGB3A2	0
HTR4	0
ESM1	0
ARSK	2.26
RHOBTB3	24.04
PIGB	2.23
SERINC5	0.3
ENPP6	0.06
PRIMPOL	3.77
ERAP1	34.19
CMYA5	1363.27
EGFLAM	12.59
CFAP97	7.99
TMEM174	0
CARTPT	0
RICTOR	12.28
PAPD4	8.57
EBF1	6.98
UBLCP1	7.27
FAM170A	0
UTP15	6.44
GNB5	1.83
TLR3	1.13
KLKB1	0.05
GFM2	7.43
TERT	0
CCDC127	8.41
ADGRF2	0
SEPT8	5.93
GDF9	0.4
LEAP2	2.13
SLC35A1	6.82
GRIK2	0.3
FABP7	0.85
TLX3	0
TXLNB	222.16
CALHM4	0.39
T	0
CREBRF	11.81
DCBLD1	2.57
SFXN1	4.41
SAMD3	0.07
ITGA3	8.04
TMEM200A	0.5
IL22RA2	0
DACT2	0.07
PDSS2	2.93
STXBP5	4.86
IL31RA	0.08
PI16	1.33
LRP6	3.54
TBX20	0
DAGLB	15.6
KIAA0895	2.07
STK17A	16.23
TRA2A	14.99
GALNT10	3.35
SAP30L	11.88
HCN1	0.09
MYOZ3	18.95
COG5	14.66
GUCY2C	0
NEUROD6	0
BMT2	3.23
GPR85	0
SLU7	31.17
CAMLG	54.06
BMPER	1.2
RELL2	0
KCNK5	0
KIF6	0
SLC29A4	2.31
TEX47	0
CDCA7L	3.28
SP8	0
MIOS	65.01
KIAA1324L	3.49
USP49	0.71
SYTL3	2.52
PHRF1	11.49
IQUB	0.5
HEY1	15.08
ZNF704	4
SHH	0
FNDC1	1.09
CHMP4C	0
SLC13A4	0.2
ELP1	4.4
PGAM2	108.82
BRI3	499.6
LMTK2	8.23
CTSB	312.57
ADCY1	0.37
SUN3	0
NUCB2	22.54
C7orf57	0
HNF4G	0
RAD21	66.86
MED30	4.24
TNFRSF11B	0.48
SBSPON	1.26
PHKG1	35.89
EN2	0.1
KCNV1	0
CSMD3	0
SPIDR	37.87
ORC5	8.12
OSGIN2	5.4
SUN1	66.44
OXR1	23.6
PTPN3	27.44
TMEM74	1.49
GPR146	4.62
GPER1	0.79
UNCX	0
NOS3	2.07
MICALL2	0.57
CA3	166.92
SPTB	192.87
SLC4A2	6.83
TMUB1	23.56
GBX1	0.27
DAPP1	0.91
FZD6	2.01
CTHRC1	1.45
TP53INP1	3.44
INTS8	16.88
VIRMA	10.71
FGF10	0.76
FREM1	1.14
GEM	3.74
PDP1	12.14
TMEM67	1.04
WASHC5	17.51
FAM219A	19.99
C9orf24	0
SNAPC3	13.5
SLC44A1	4.9
PSIP1	20.45
ABCA1	10.52
TMEM260	1.68
FXN	10.36
ZMAT4	0
NKX6-3	0
TMEM71	1.92
MAMDC2	4.61
CPA6	0
C8orf34	0.09
TMC1	0.43
SMG6	10.91
KDM1B	17.16
HGSNAT	9.42
RASEF	0
GKAP1	33.48
KIF27	4.09
C9orf64	4.56
SSMEM1	0
TRPV6	0
EXOC5	16.79
LLCFC1	0
ANKS6	1.23
ZHX1	13.11
CFAP47	0
CYBB	0.82
MID1IP1	66.22
CLTCL1	297.19
C9orf84	0
CXorf58	0.23
KIAA1958	1.11
PTCHD1	0.16
RNF183	0
ASB11	61.12
PCDH19	0.19
PIGA	3.26
VEGFD	11.34
OR1Q1	0
FGF22	0
STRBP	3.84
GAPVD1	21.63
WNK2	15.52
ATP7A	2.26
ZNF367	2.71
HDX	0.49
FSTL3	1.15
NOL6	18.52
AQP3	2.57
TRMT10B	1.04
VCP	196.21
PIGO	3.7
STOML2	122.33
BRWD3	0.75
SLITRK5	0.09
ARMC3	0
OTUD1	19.6
ARHGAP12	6.71
FAT3	0.17
HECTD2	2.77
FBXO33	1.54
GPR101	0
CLDN2	0
LAMP2	102.48
LRFN5	0
LRRC18	0
WRN	1.59
MARCH8	6.28
TSHR	0
GTF2A1	24.17
ZCCHC24	36.48
MNT	3.99
PGM2L1	2.54
PHYHIPL	0.72
SLC16A9	1.05
INPPL1	44.05
PHOX2A	0
GJB2	0.34
CRYL1	10.44
REEP3	10.81
HEPACAM	0
MICU2	23.85
DDIAS	0.77
PCF11	5.93
PKNOX2	14.74
LRR1	2.23
C10orf10	133.15
JMJD6	20.03
ZNF22	8.9
KLHDC2	34.3
EML5	0.82
NEMF	19.39
RPUSD4	112.68
ARF6	46.36
TTC8	0.88
TMEM63C	0
NGB	0
NOXRED1	0
POLB	14.95
CDX2	0
AMER2	0
DRGX	0
NUDT5	3.05
DACT1	0.94
OXGR1	0
UCMA	0
BEND7	13.31
TAF3	14.08
VSTM4	1.48
VDAC2	298.42
SOHLH1	0
SLC18A2	3.79
PDZD8	7.11
WIPI1	112.94
ZNF503	0.93
QSOX2	2.45
NSD1	12.41
ENOX2	4.24
CLEC1B	0
SNAPC4	2.06
TMEM52B	0
PMPCA	20.5
FRMPD1	0
FRMD7	0
AK8	0.01
SPACA9	1.41
GFI1B	0
FAM69B	0.51
ZMYND19	6.35
STOX1	0.15
GBA2	27.14
RET	0.24
BMS1	11.55
STK32C	3.98
JCAD	3.29
METTL17	9.7
SLC39A2	0
NDST1	4.79
NDRG2	493.29
ARHGEF40	5.67
ZNF219	8.41
C12orf50	0
CASP7	8.45
CCDC186	2.88
ITGA2B	0.54
VWA2	0.1
SALL2	0.94
TRUB1	3.92
ERICH6B	0
ZFYVE1	13.4
C10orf82	0
HSPA12A	2.27
AP3M2	2.51
ANKRD2	30.28
E2F7	0.09
ARHGAP42	1.58
ISCA2	16.76
OTOGL	0.06
LARGE2	0
PACSIN3	238.61
SLC39A13	3.92
CNGB1	0
AGBL2	0
TC2N	3.46
CPSF2	19.98
SERPINA12	0
CLMN	1.66
ST6GALNAC2	31.99
SLC6A5	0
CCDC38	0.07
NELL1	0
PTER	4.99
C1QL3	0.2
CACNB2	0.22
HACD1	14.31
ARL5B	3.46
CHAT	0
KCNC2	0
ABTB2	5.11
R3HCC1L	3.93
AMOTL1	132.85
HTRA1	26.96
LIPC	0
CEP57	7.7
TCP11L2	20.01
TMCO5A	0
GPR176	1.13
JAM3	7.21
IL25	0
CMTM5	0.41
ADAMTS15	0.31
SVOP	0.13
SPATA19	0
TESK2	3.92
GPT2	22.88
AMN	0.02
RAB8B	7.72
IKBIP	1.97
PPP1R14D	0
FBN1	10.71
CFAP20	5.37
AVPR1A	0.3
LRTM2	0
TRMT61A	1.82
BTRC	5.48
POLL	14.09
DPCD	6.42
LARP6	9.3
API5	25.81
ASPG	0
ALKBH3	30.04
COPS2	116.69
GABRB3	0.17
TBATA	0
SGPL1	9.32
FRS2	4.44
CCT2	47.53
PCBD1	44.73
ARIH1	39.85
C16orf71	0.02
CLMP	0.76
SCN3B	3.4
STPG1	2.14
ASB4	7.37
ZNF202	4.22
FAM227B	11.1
CUL5	38.06
CAMK2A	25.56
PLEKHF1	26.89
TMEM100	11.21
SMPD1	27.27
APBB1	24.99
SYNPO2L	102.16
NUDT13	1.75
C11orf65	0.26
TRIM44	11.7
CCDC182	0
ILK	58.32
TPP1	47.94
DCHS1	0.5
NETO1	0
USP54	35.56
RAG1	0.1
C11orf74	12.83
WDR88	0.05
ATP9B	7.99
PPFIBP2	16.3
CYB5R2	1.76
SERPINB7	0
KIAA0355	6.38
SERPINB8	1.3
TUB	0.43
RIC3	2.12
OSBPL3	3.31
WDR72	0
CRABP1	0
PLD4	0
TRIM66	0.6
RNF169	15.45
EPHA8	0
CDYL2	0.31
TMEM130	0.11
PRTG	0.29
CENPN	1.86
AKIP1	9.83
C16orf46	0
TMEM41B	7.83
LEO1	4.21
SLC12A3	0
ZNF143	31.15
TMX3	7.15
WEE1	9.55
PRKCB	0.29
HDGFL3	4.41
MCM7	46.17
CLEC3A	0
RAD18	0.72
CCDC68	0.41
CLEC4E	2.04
ZNF3	9.29
ZSCAN21	8.75
TK2	8.47
TMED3	1.32
ATP2B1	12.99
SLC38A8	0
CPLX4	0
GALR1	0
TMEM135	6.83
IQCD	0.38
NDEL1	17.25
CENPV	13.42
CDH16	0
RRAD	163.27
CFAP52	0
HSP90B1	53.31
MC4R	0
BLCAP	204.91
SERPINB12	0
ATF7IP2	0.73
TVP23A	0
NCK2	16.47
TMPRSS5	0.05
COG1	41.63
PLEKHA7	1.13
B2M	1032.22
ZNF592	22.92
CASC4	21.02
HTR3A	0
NNMT	256.23
AP1G1	19.35
MAP4K4	31.67
SAAL1	6.43
YPEL4	0.4
PPIB	37.95
MGAT4A	3.73
KIF7	0.29
LDHD	12.2
PLIN1	2.87
ANPEP	1.05
SCNN1G	0.24
RBPMS2	3.78
NAV2	0.97
ANKDD1A	1.09
DCTN5	6.89
TERF2IP	30.82
PLK1	0.45
GPR182	0
ZBTB39	0.79
WDR1	55.38
CACNG2	0
TAC3	0
MYO1A	0
OR4D6	0
NAB2	6.78
VPS39	16.95
STAT6	8.02
PATL1	45.16
SNX13	23.74
ATP23	7.66
ELFN2	0.01
STX3	5.19
PIP4K2C	11.25
MTMR10	55.51
SCG5	0.09
GREM1	0.28
TSC22D4	5.88
MS4A14	0.4
MS4A5	0
DIS3L	25.78
EPB42	0.1
TGM6	0
SMAD3	18.5
MS4A15	0
MAP1A	2.14
AKTIP	28.54
EVA1C	11.54
RPS6KA2	9.87
CNPY4	1.75
TERB2	0
NKX3-1	5.05
SGSM1	0.32
TEF	11.76
ING3	4.53
B4GALNT2	0
PBX3	10.71
GNGT2	0.64
PHB	43.11
SNRPD1	12.91
TTC16	0
SUN5	0
SAMD14	0.43
PIP5KL1	0
VASH1	0.42
BPIFB6	0
FAM102A	2.26
ACSF2	13.65
COQ4	14.55
SLC27A4	9.9
URM1	13.18
CERCAM	3
DOLPP1	1.18
LMCD1	35.71
PRRX2	0.52
C15orf39	2.03
SP2	12.74
PRR15L	0
GPRC5B	63.75
CRK	24.75
FBXO22	7.34
TBC1D2B	3.73
NOD2	0.52
SNX20	0.62
LOXHD1	0.22
KATNAL2	0.27
SEL1L	31.58
RNF214	20.9
DUS2	1.52
ENGASE	2.88
RBFOX3	0.01
TBC1D16	1.31
TEPSIN	3.81
MYO5B	0.29
ACAA2	31.17
STIM1	93.92
RRM1	32.88
OR51E2	0.27
MMP26	0
OR51I1	0
ZNF668	1.52
ZNF646	4.2
GNG8	0
TCF3	11.11
SMG8	5.02
TPM4	35.07
RAB8A	5.99
GPX4	401.85
MIDN	34.11
FAM129C	0.05
KLHL26	4.51
TRIB2	3.32
ANKRD11	20.06
ZNF641	23.07
LALBA	0
CACNB3	1.28
DAZAP1	29.49
DHRS13	0.56
KMT2D	16.56
CORO6	248.01
MBD3	11.85
CYP2S1	0
AXL	10.1
NFKBID	0.08
TMC4	0.4
TTYH1	0.09
LENG8	12.87
CRLF1	12.38
TMEM145	0.16
ZNF526	3.97
TRAPPC9	35.15
PPP1R14A	6.95
SPINT2	0.74
HLTF	1.89
ATCAY	0.03
LY6D	0.11
DAPK3	49.27
EEF2	2583.92
CHAF1A	8.92
HDGFL2	51.66
PLIN4	104.65
SEMA6B	0.7
FAM57A	1.01
GLOD4	11.31
MFSD3	2.61
GPT	4.28
KIFC2	0.37
SLC43A2	26.45
RILP	14.72
FAM3A	13.72
SERPINF2	1.05
WDR81	8.51
CYB5D2	4.89
KLK5	0
CPSF1	12.54
KLK11	0.04
ACER1	0.04
OTUB1	24.49
MYO3B	0
CABP2	0
NDUFV1	77.7
CDK2AP2	13.61
CYBRD1	48.6
TBX10	0
HID1	1.21
MRPL58	34.86
CDH19	0.33
TMEM88	7.31
SRP68	113.57
MGAT5B	0
TMC8	0.13
TMEM68	3.28
SLC6A15	1.06
GHDC	6.48
SOST	0
ZNF598	22.35
RAB26	0
MLST8	13.88
E4F1	7.11
DNASE1L2	0.09
CASKIN1	0.05
RDH11	5.53
KCTD5	7.23
SRRM2	146.69
NLRC3	0.23
DDB1	148.57
OSBPL7	1.16
BEST1	0.55
BSCL2	11.4
POLR2G	10.68
SLC3A2	201.02
C11orf84	2.15
ATG16L2	0.47
C2CD3	22.36
TRANK1	0.41
TTC21A	0.23
ADGRL1	0.17
ENTPD3	0.78
CTNNB1	52.5
ULK4	0.33
FADD	2.1
LTBP3	17.36
NAALADL1	1.85
SF1	113.59
SPP2	0
CCDC88B	0.48
SCARA3	1.52
SCARA5	13.48
PNOC	0
PAFAH1B2	19.86
ANKS3	2.75
ACTN1	19.04
NUDT16L1	1.76
RAB4A	21.5
KCNJ4	0
SETD5	17.48
FAM83B	0.35
ZFYVE26	4.94
DDIT4	151.96
LMBRD1	39.3
ZCCHC4	4.2
TTC39C	0.61
GNG4	0.09
RPS6KA6	0.07
UBTD2	6.61
NKIRAS2	17.75
KCNV2	0
IRF2BP2	48.98
PTF1A	0
NT5DC2	5.12
FOXI1	0
SMIM4	6.32
EPN2	9.56
KIF5C	0.12
MGAT2	2.98
THAP11	21.99
PXK	17.88
KCTD6	3.04
ACOX2	1.42
IRF2	30.3
MOBP	0
CX3CR1	1
PPDPFL	373.45
XIRP1	131.84
LIMS2	8.67
ARF4	40.42
FILIP1L	13.17
MFSD2A	0.04
TAP1	14.38
ING5	2.15
ATG4B	17.64
BDKRB2	0.5
ASIC4	0
RFWD3	2.03
MTNR1A	0
KCNG4	0
RHOH	0.05
COG7	4.45
CDC40	5.85
SCNN1B	2.45
TMEM98	1.56
SPEG	72.98
HR	0.47
RAB31	5.4
REEP4	1.96
TNXB	2.48
LGI3	0.05
SFTPC	0
BMP1	2.15
LNX1	1.36
POLR3D	23.94
FEN1	6.52
CAVIN2	12.46
MTCL1	0.58
GBX2	0
HFE2	244.47
ALDH3A2	60.76
MYL1	574.64
TRAPPC11	9
CHRM1	0
COL3A1	3.21
ING2	20.97
CDKN2AIP	8.16
SNRNP48	12.34
SLC20A2	56.65
DYNLRB2	0
TMUB2	13.43
STAT3	115.52
ZSWIM1	5.75
ADAM18	0
GDNF	10.13
SREBF1	14.73
AXIN2	16.06
VWA3B	0.14
FAM84B	2.86
LDLRAD4	0.77
KCTD19	0
SLC16A4	1.82
IL7R	0.5
TMEM208	11.35
AHCYL1	63.39
PKIG	38.7
NPNT	2.52
CA7	0
FAM178B	0.21
SEMA4C	2.98
CNNM3	16.92
TET2	1.96
CXXC4	0.28
AFF4	26.23
TCTN2	1.79
SHOX2	0.62
PPIP5K1	7.49
TSPAN5	1.1
ABHD15	1.57
ZBTB5	1.4
SNTB2	4.14
IL12A	0.2
ZNF507	9.95
NSG1	0.03
ZBTB49	0.74
GFM1	30.07
ATOH8	8.7
SOX14	0
MPP5	11.42
SFTPB	0
USP39	40.67
TNIP2	20.58
TMEM150A	19.77
RHOBTB1	14.97
ZNF608	10.47
SLC35G2	2.2
INPP5D	1.98
LETM1	9.79
TMEM129	6.81
PPIC	16.22
SPRY3	0.31
CEP120	6.37
STXBP6	1.8
TM4SF20	0
CPLX1	0.87
PXDC1	21.61
E2F6	7.96
FEM1B	77.55
COMMD8	3.04
MFSD7	0.35
MAP2K1	35.71
KLK7	0
IRS1	9.11
MECP2	20.33
AR	3.02
MARK2	9.23
DHRSX	14.14
C8orf46	1.48
HSPBAP1	21
PARM1	10.79
FAM110B	4.78
AFAP1L2	1.63
HMMR	0.26
GOT1L1	0
ZBTB43	30.39
CPT1C	0.08
XPO6	7.36
GSG1L	0
APEX2	4.95
CHFR	7.36
NSMCE1	26.15
CCDC126	4.92
RAB3B	0
CD2BP2	14.74
RSPO1	0
RGS14	0.38
TBC1D10B	24.39
TRHDE	0.27
RAB24	7.53
THBS3	1.47
CA5B	0.87
SLC50A1	6.15
EFNA1	8.76
CXCL10	0.12
SH3TC2	0
P4HA2	4.62
NMD3	23.61
ADRB2	3.86
B3GALNT1	0.78
GPRIN1	0.05
KCNAB1	5.71
SHE	4.07
NFATC3	52.39
NR0B1	0
STK32A	0.17
IL1RAPL1	0
P2RY12	0.37
PDILT	0
UMOD	0.05
GP2	0.28
SLC33A1	4.72
SNUPN	14.66
CRADD	5.95
SIN3A	15.07
ARL13B	0.84
PTK2	40.87
PTAFR	0.17
ACADVL	236.41
PTPN9	3.03
KCNK9	0.15
CXCL8	0.86
SCN9A	0.36
RASSF6	0
COL22A1	0
SDC2	13.53
MAP3K14	26.98
STK10	2.5
OR4K14	0
TM2D2	9.17
HTRA4	0
PLEKHA2	3.44
GPR183	1.07
FBXW11	30.01
METTL15	3.79
ZEB2	13.51
GJB1	0.07
CLIC3	0.48
BNC1	0
DFFB	0.57
ACAP1	1.84
ANTXR1	17.53
GKN1	0
APLF	0.86
LUZP1	1.06
HEXDC	8.36
CRMP1	0.7
DRD5	0
SPNS1	7.58
LRRC45	0.77
CHRNA5	2.93
AGPAT2	17.06
GP9	0
FASN	6.04
EVC	0.55
CNBP	840.92
GPS1	130.33
LDB2	18.82
NRG4	1.11
DERL2	22.67
TMEM266	0.86
NLGN1	0.8
TAPT1	22.31
TAS2R1	0
LINGO1	1.49
BTD	7.6
CSGALNACT2	9.35
TACR3	0
GSX1	0
SIDT1	0.86
PCDH7	0.22
ONECUT1	0
AVEN	19.01
P2RY1	0.17
CTNND2	0.22
MUC17	0
AHSP	0
NDE1	9.02
TPST1	1.11
TM4SF4	0
S100G	0
MRVI1	4.57
OTUD7A	0.64
KLF13	8.16
FRMPD4	0.02
ZFPM2	13.81
TAS1R3	0.07
TMEM42	7.06
MAP3K2	21.49
TMEM38A	188.07
SF3B5	67.53
TIGD4	0.21
NLGN2	4.53
CHD3	2.49
AP1M1	35.58
ALCAM	0.73
UBE2E3	58.49
CNTROB	3.43
TRAPPC1	39.74
ZPLD1	0
KCNAB3	0
GPR37L1	0.05
TMEM192	6.69
NSG2	0.05
SERPINA6	0
NIPA1	1.87
UBE2E1	52.89
SIK2	29.29
RNF150	2.3
VGLL2	65.75
HOXD4	0.34
XRCC1	15.02
CHRNB1	73.9
USP38	18.2
SLC16A5	5.07
ANKK1	0
ADRA1B	0.15
ADPRM	5.2
FABP6	0
SCARB1	7.59
PWWP2A	3.04
USP50	0
USP47	64
PDCD6IP	46.4
ZNF212	3.05
FAM161A	1.62
ZNF282	13
CYP2W1	0
FAXDC2	5.6
CRTAP	79.54
CNGB3	0
CMTM8	2.29
MCM2	4.15
STX8	37.95
NFRKB	12.81
PRDM10	3.02
FOS	30.91
SETMAR	7.04
MOV10L1	0
EMX2	1.94
SEMA3E	0.2
LRRN2	0.14
SLC30A1	2.71
DCLK2	1.56
GPRC5C	55.58
TMEM182	12.47
PANX2	0.16
VSTM2A	0
KRT78	0
ADORA2B	0
METTL7B	1.67
NFXL1	2.37
SELENOO	10.8
DENND5B	5.86
CD14	4.38
DNAJC18	6.43
RIOX1	0
RALGAPB	12.12
SLC23A1	0
TP63	57.3
NPAS2	13.26
KISS1	0
LONRF2	1.96
PFKFB3	358.09
TMC7	0.37
CACNG3	0
ALPK1	3.87
CDH2	0.12
IRX2	0.03
SIX2	16.14
DLGAP1	0.13
NUDCD2	2.89
LLGL2	0.87
IRF2BP1	12.15
HSPA4	51.35
FOXA3	0
SLC26A5	0
SGCD	11.02
RNF34	27.79
PDE8A	3.99
TRABD	9.15
CAVIN4	35.35
ZNF296	0.31
HOXB9	0
TTLL6	0
POLH	3.42
SYT9	0
CLCN4	39.87
KCNS3	36.49
KIF5B	72.96
GPR37	0.45
AKAP13	42.84
CDCA4	0.77
SDR16C5	0.05
DYDC1	0
CHCHD7	10.73
HTRA3	9.31
NLE1	8.33
FOXN2	11.65
BFSP2	0
FSHR	0
CEL	0
PPM1D	6.66
KBTBD2	36.03
RIOX2	78.7
KIAA0232	22.05
MTSS1	10.02
TMEM43	40.55
RNF139	18.24
RPS9	686.58
CYTL1	0.56
FNDC8	0
TRH	0
MSANTD4	6.78
OSCAR	0.15
